メッシ?,population,A29_004,A29_005,Shigaika,Chosei,distance,emRoad,L01_100,L02_094,LandPrice
52370383990,78.69,3,第一種中高層住居専用地域,2,,2029.472149,,,,
52370383974,,3,第一種中高層住居専用地域,2,,2080.597914,,,,
52370383992,72.43,3,第一種中高層住居専用地域,2,,1951.586611,,,,
52370383994,63.93,3,第一種中高層住居専用地域,2,,1898.274796,,,,
52370392922,31.65,3,第一種中高層住居専用地域,2,,1421.145832,,,,
52370392909,9.86,3,第一種中高層住居専用地域,2,,1994.04731,,,,
52370392912,56,3,第一種中高層住居専用地域,2,,1457.80889,,,,
52370392913,7.3,3,第一種中高層住居専用地域,2,,1562.291353,,,,
52370383991,242.42,3,第一種中高層住居専用地域,2,,1987.616862,,,,
52370391978,68.35,3,第一種中高層住居専用地域,2,,865.3102216,,,,
52370391988,31.73,3,第一種中高層住居専用地域,2,,863.0978122,,,,
52370392903,94.96,3,第一種中高層住居専用地域,2,,1601.023099,,,,
52370392936,102.44,3,第一種中高層住居専用地域,2,,1830.501437,,,,
52370392923,7.3,3,第一種中高層住居専用地域,2,,1528.136047,,,,
52370392927,63.77,3,第一種中高層住居専用地域,2,,1954.650543,,,,
52370392928,68.67,3,第一種中高層住居専用地域,2,,1890.479258,,,,
52370391977,19.26,3,第一種中高層住居専用地域,2,,751.1772711,,,,
52370392918,112.82,3,第一種中高層住居専用地域,2,,1969.003938,,,,
52370392919,64.72,3,第一種中高層住居専用地域,2,,1912.180046,,,,
52370392921,94.13,3,第一種中高層住居専用地域,2,,1315.416026,,,,
52371340941,11.78,10,準工業地域,2,,815.3514365,1,,,
52371340934,,10,準工業地域,2,,1012.916497,,,,
52371340927,58.11,10,準工業地域,2,,1280.662604,,,,
52371340928,24.14,10,準工業地域,2,,1388.404605,,,,
52370392914,12.17,3,第一種中高層住居専用地域,2,,1668.085796,,,,
52371340930,5.68,10,準工業地域,2,,672.1512956,,,,
52371340939,55.02,10,準工業地域,2,,1527.388662,,,,
52371340940,39.88,10,準工業地域,2,,748.6804806,1,,,
52371340970,22.4,10,準工業地域,2,,994.5174201,,,,
52371340942,42.61,10,準工業地域,2,,891.7721611,,,,
52371340935,31.37,10,準工業地域,2,,1111.311857,,,,
52371340936,69.84,10,準工業地域,2,,1212.5233,,,,
52371340929,36.56,10,準工業地域,2,,1497.138214,,,,
52371340938,,10,準工業地域,2,,1420.972823,,,,
52371340950,,10,準工業地域,2,,828.3839614,1,,,
52371340961,8.83,10,準工業地域,2,,966.0608533,,,,
52371330957,,10,準工業地域,2,,964.9056952,1,,,
52371340971,1.07,10,準工業地域,2,,1045.627757,,,,
52371340951,32.39,10,準工業地域,2,,889.0975685,,,,
52371340952,51.17,10,準工業地域,2,,959.6628788,,,,
52371340937,40,10,準工業地域,2,,1315.901206,,,,
52371330962,67.41,10,準工業地域,2,,568.143387,,,,
52371330963,32.07,10,準工業地域,2,,638.6275266,,,,
52371330956,26.18,10,準工業地域,2,,860.9478004,1,,,
52371330967,45.56,10,準工業地域,2,,1004.96632,,,,
52371330958,34.19,10,準工業地域,2,,1071.001012,,,,
52371330959,27.35,10,準工業地域,2,,1178.656713,,,,
52371330968,20.51,10,準工業地域,2,,1107.228671,,,,
52371340960,2.94,10,準工業地域,2,,910.4944105,1,,,
52371330964,1.84,10,準工業地域,2,,720.4798638,,,,
52371330965,57.12,10,準工業地域,2,,810.2624793,,,,
52371330966,5.53,10,準工業地域,2,,905.6198428,1,,,
52371330986,5.35,10,準工業地域,2,,1014.580399,,,,
52371330977,53.5,10,準工業地域,2,,1051.643561,,,,
52371330978,29.66,10,準工業地域,2,,1149.760873,,,,
52371330979,82.65,10,準工業地域,2,,1250.653324,,,,
52371330969,50.38,10,準工業地域,2,,1211.668849,,,,
52371330974,46.17,10,準工業地域,2,,784.2786125,,,,
52371330975,1.84,10,準工業地域,2,,867.4823603,1,,,
52371330976,13.38,10,準工業地域,2,,957.1551853,1,,,
52371330987,24.08,10,準工業地域,2,,1104.164683,,,,
52371330988,19.75,10,準工業地域,2,,1197.987228,,,,
52371330989,30.18,10,準工業地域,2,,1295.12728,,,,
52371330983,66.29,10,準工業地域,2,,745.947456,,,,
52371330973,120.02,10,準工業地域,2,,709.8224496,,,,
52371330984,16.69,10,準工業地域,2,,853.4185551,1,,,
52371330985,,10,準工業地域,2,,930.4593438,1,,,
52371330994,,10,準工業地域,2,,873.173527,1,,,
52371330996,37.45,10,準工業地域,2,,1076.827652,,,,
52371330997,50.83,10,準工業地域,2,,1161.620502,,,,
52371330992,60.44,10,準工業地域,2,,650.3410493,,,,
52371330993,64.34,10,準工業地域,2,,761.3113675,,,,
52371331910,31.24,10,準工業地域,2,,991.7106407,1,,,
52371331911,74.96,10,準工業地域,2,,991.1477661,,,,
52371330998,28.53,10,準工業地域,2,,1251.141006,,,,
52371330999,83.73,10,準工業地域,2,,1344.445127,,,,
52370391991,53.44,5,第一種住居地域,2,,69.03148306,1,,,
52370391964,56.2,5,第一種住居地域,2,,433.5772772,,,,
52370391970,50.12,5,第一種住居地域,2,,61.79728227,1,,,
52370391953,45.32,5,第一種住居地域,2,,381.2710671,,,,
52370392990,25.13,5,第一種住居地域,2,,1092.467153,,,,
52370391960,34.24,5,第一種住居地域,2,,154.2160933,1,,,
52370391961,139.94,5,第一種住居地域,2,,166.1433414,,,,
52370391982,63.75,5,第一種住居地域,2,,176.2823848,,,,
52370393975,88.63,1,第一種低層住居専用地域,2,,1150.22075,,,,
52370393996,99.87,1,第一種低層住居専用地域,2,,949.9724925,,,,
52370393997,54.1,1,第一種低層住居専用地域,2,,944.1688683,,,,
52370393984,40.92,1,第一種低層住居専用地域,2,,1088.999853,,,,
52370391954,71.29,5,第一種住居地域,2,,474.3808077,,,,
52370391973,72.66,5,第一種住居地域,2,,297.2472797,,,,
52370391981,37.98,5,第一種住居地域,2,,61.81329076,1,,,
52370393974,76.75,1,第一種低層住居専用地域,2,,1177.419233,,,,
52370393995,63.37,1,第一種低層住居専用地域,2,,969.3046358,,,,
52370394981,234.66,3,第一種中高層住居専用地域,2,,1095.047937,,,,
52370394982,63.31,3,第一種中高層住居専用地域,2,,1137.121236,,,,
52371303905,145.37,1,第一種低層住居専用地域,2,,879.5298615,,,,
52370393985,67.01,1,第一種低層住居専用地域,2,,1059.534316,,,,
52371300915,117.64,4,第二種中高層住居専用地域,2,,554.1721011,,,,
52371300916,109.44,4,第二種中高層住居専用地域,2,,450.9238634,,,,
52370393994,39.93,1,第一種低層住居専用地域,2,,1001.428291,,,,
52371303917,31.21,1,第一種低層住居専用地域,2,,759.2183705,,,,
52371304903,151.33,3,第一種中高層住居専用地域,2,,1031.560151,,,,
52371304911,116.05,3,第一種中高層住居専用地域,2,,837.2706787,,,,
52370394983,107.77,3,第一種中高層住居専用地域,2,,1188.765439,,,,
52371303906,108.19,1,第一種低層住居専用地域,2,,858.1779236,,,,
52370393986,72.81,1,第一種低層住居専用地域,2,,1041.877594,,,,
52370393987,83.22,1,第一種低層住居専用地域,2,,1036.588625,,,,
52371303916,62.42,1,第一種低層住居専用地域,2,,766.4236971,,,,
52371304902,211.04,3,第一種中高層住居専用地域,2,,971.5967906,,,,
52370289992,127.78,5,第一種住居地域,2,,1796.256146,,,,
52370299995,298.8,5,第一種住居地域,2,,1655.500722,,,,
52371304912,137.96,3,第一種中高層住居専用地域,2,,891.5906556,,,,
52370394991,40.51,3,第一種中高層住居専用地域,2,,1008.001681,,,,
52371303907,47.85,1,第一種低層住居専用地域,2,,851.7490996,,,,
52371303915,114.13,1,第一種低層住居専用地域,2,,790.2584347,,,,
52371304901,310.12,3,第一種中高層住居専用地域,2,,922.0019612,,,,
52371209905,308.68,5,第一種住居地域,2,,1642.51416,,,,
52371209915,49.07,5,第一種住居地域,2,,1596.42334,,,,
52371209916,106.19,5,第一種住居地域,2,,1496.771524,,,,
52370299980,72.22,5,第一種住居地域,2,,2160.856359,,,,
52371304913,94.22,3,第一種中高層住居専用地域,2,,956.5817556,,,,
52370394992,232.15,3,第一種中高層住居専用地域,2,,1053.556406,,,,
52370394993,378.55,3,第一種中高層住居専用地域,2,,1109.098007,,,,
52371209929,,5,第一種住居地域,2,,1157.932172,,,,
52371301906,67.52,6,第二種住居地域,2,,646.0020994,,,,
52371301907,49.76,6,第二種住居地域,2,,758.6852664,,,,
52371301914,105.74,6,第二種住居地域,2,,453.1275986,,,,
52371301915,31.8,6,第二種住居地域,2,,532.993726,,,,
52371209926,15.19,5,第一種住居地域,2,,1451.109413,,,,
52371209927,131.08,5,第一種住居地域,2,,1351.398068,,,,
52371209928,276.51,5,第一種住居地域,2,,1253.172337,,,,
52371301905,39.9,6,第二種住居地域,2,,534.0788561,,,,
52370392943,11.56,6,第二種住居地域,2,,1474.995587,,,,
52370392944,68.08,6,第二種住居地域,2,,1586.618271,,,,
52370392951,94.13,6,第二種住居地域,2,,1231.472713,,,,
52370392960,55.54,6,第二種住居地域,2,,1102.881095,,,,
52371301916,186.99,6,第二種住居地域,2,,623.7336731,,,,
52371301917,37.94,6,第二種住居地域,2,,721.2550161,,,,
52371301924,3.99,6,第二種住居地域,2,,386.0326121,,,,
52370392942,57.54,6,第二種住居地域,2,,1363.845327,,,,
52370299946,101.27,11,工業地域,2,,1393.814222,,,,
52370299957,84.51,11,工業地域,2,,1313.054206,,,,
52370299999,111,11,工業地域,2,,1197.736378,,,,
52370299903,151.55,11,工業地域,2,,1688.330428,,,,
52370392961,41.29,6,第二種住居地域,2,,1216.332225,,,,
52370392970,26.56,6,第二種住居地域,2,,1093.787426,,,,
52371301909,,6,第二種住居地域,2,,966.7684971,,,,
52370299978,48.42,11,工業地域,2,,1288.142637,,,,
52370392931,128.57,3,第一種中高層住居専用地域,2,,1281.401694,,,,
52370392932,26.5,3,第一種中高層住居専用地域,2,,1389.720662,,,,
52371301944,5.42,6,第二種住居地域,2,,296.049907,,,,
52370392937,63.77,3,第一種中高層住居専用地域,2,,1880.172339,,,,
52370299914,55.63,11,工業地域,2,,1576.345274,,,,
52370299967,52.5,11,工業地域,2,,1348.152518,,,,
52370299968,86.32,11,工業地域,2,,1244.557833,,,,
52370392930,96.43,3,第一種中高層住居専用地域,2,,1174.250799,,,,
52371301934,,6,第二種住居地域,2,,331.3612146,,,,
52371301935,21.68,6,第二種住居地域,2,,434.2307327,,,,
52370394980,86.07,1,第一種低層住居専用地域,2,,1063.681848,,,,
52371301945,35.23,6,第二種住居地域,2,,407.9225686,,,,
52370392938,63.77,3,第一種中高層住居専用地域,2,,1813.367993,,,,
52370392939,33.49,3,第一種中高層住居専用地域,2,,1751.503273,,,,
52370392929,36.78,3,第一種中高層住居専用地域,2,,1831.220891,,,,
52371301926,86.72,6,第二種住居地域,2,,576.8347822,,,,
52370393998,48.1,1,第一種低層住居専用地域,2,,944.2178926,,,,
52370393999,83.54,1,第一種低層住居専用地域,2,,952.2870273,,,,
52371303938,112.82,1,第一種低層住居専用地域,2,,574.4593011,,,,
52370394990,91.14,1,第一種低層住居専用地域,2,,973.8363447,,,,
52370393978,24.86,1,第一種低層住居専用地域,2,,1129.160326,,,,
52370393979,84.96,1,第一種低層住居専用地域,2,,1135.916654,,,,
52371301925,336.03,6,第二種住居地域,2,,477.2609952,,,,
52370393989,103.79,1,第一種低層住居専用地域,2,,1043.988479,,,,
52371303928,42.98,1,第一種低層住居専用地域,2,,666.8679573,,,,
52371303929,134.31,1,第一種低層住居専用地域,2,,678.2443517,,,,
52371304930,96.7,1,第一種低層住居専用地域,2,,621.9409861,,,,
52371303939,80.59,1,第一種低層住居専用地域,2,,587.6272806,,,,
52371303908,58.23,1,第一種低層住居専用地域,2,,851.8034335,,,,
52371303909,159.49,1,第一種低層住居専用地域,2,,860.7392336,,,,
52370393988,78.03,1,第一種低層住居専用地域,2,,1036.633286,,,,
52371303919,119.45,1,第一種低層住居専用地域,2,,769.2904584,,,,
52371304920,128.94,1,第一種低層住居専用地域,2,,708.181212,,,,
52371304921,90.53,1,第一種低層住居専用地域,2,,754.4723895,,,,
52371304942,86.23,4,第二種中高層住居専用地域,2,,671.3357788,,,,
52371304931,71.1,1,第一種低層住居専用地域,2,,674.1793718,,,,
52371303948,10.74,1,第一種低層住居専用地域,2,,481.943982,,,,
52371303949,5.14,1,第一種低層住居専用地域,2,,497.5662209,,,,
52371303918,94.29,1,第一種低層住居専用地域,2,,759.2793156,,,,
52371304910,78.48,1,第一種低層住居専用地域,2,,795.8099667,,,,
52371304914,71.86,1,第一種低層住居専用地域,2,,1030.226428,,,,
52371304924,89.68,1,第一種低層住居専用地域,2,,964.1416516,,,,
52370394994,31.44,1,第一種低層住居専用地域,2,,1173.208969,,,,
52371304943,201.89,4,第二種中高層住居専用地域,2,,755.5148826,,,,
52371304940,75.21,1,第一種低層住居専用地域,2,,537.6583116,,,,
52371304941,37.18,1,第一種低層住居専用地域,2,,597.3131326,,,,
52371304900,111.39,1,第一種低層住居専用地域,2,,884.5214493,,,,
52371304933,38.78,4,第二種中高層住居専用地域,2,,817.6428374,,,,
52371304935,186.64,1,第一種低層住居専用地域,2,,993.6659425,,,,
52370382969,,3,第一種中高層住居専用地域,2,,2329.527054,,,,
52370382976,43.02,3,第一種中高層住居専用地域,2,,1984.001911,,,,
52371304944,118.77,1,第一種低層住居専用地域,2,,846.8270408,,,,
52371304922,235.69,4,第二種中高層住居専用地域,2,,814.3336554,,,,
52371304923,88.1,4,第二種中高層住居専用地域,2,,885.015709,,,,
52371304932,120.72,4,第二種中高層住居専用地域,2,,740.558948,,,,
52371304934,128.47,1,第一種低層住居専用地域,2,,902.6929801,,,,
52370205980,75.12,,,,3,936.308904,,,,
52370205981,35.77,,,,3,861.7957025,,,,
52370207902,1.81,,,,3,2265.221262,,,,
52370206995,,,,,3,1127.956065,,,,
52370205960,23.75,,,,3,1078.412221,,,,
52370205961,,,,,3,1014.390359,,,,
52370206998,,,,,3,1432.343925,,,,
52370205979,,,,,3,821.2856025,,,,
52370205988,,,,,3,700.041071,,,,
52370205989,,,,,3,734.7304532,,,,
52370205982,42.93,,,,3,796.8436321,,,,
52370205975,9.2,,,,3,777.1403059,,,,
52370206996,,,,,3,1227.114108,,,,
52370206997,,,,,3,1328.752712,,,,
52370205978,,,,,3,790.4037943,,,,
52370205987,,,,,3,683.0349894,,,,
52370205996,31.06,,,,3,589.1104227,,,,
52370205997,,,,,3,590.8549516,,,,
52370205990,67.97,,,,3,871.3456681,,,,
52370205983,35.77,,,,3,743.9611644,,,,
52370205976,13.64,,,,3,774.0533248,,,,
52370205977,57.55,,,,3,775.3819521,,,,
52370205986,35.5,,,,3,681.5264081,,,,
52370205995,30,,,,3,593.1605926,,,,
52370206904,,,,,3,1654.630184,,,,
52370206905,,,,,3,1716.127588,,,,
52370205998,,,,,3,610.4342737,,,,
52370205991,118.05,,,,3,790.7351291,,,,
52370205984,28.62,,,,3,705.8662622,,,,
52370205985,3,,,,3,685.0304363,,,,
52370205994,107.32,,,,3,617.1059228,,,,
52370206903,,,,,3,1598.987521,,,,
52370206912,,,,,3,1465.547653,,,,
52370206913,3.13,,,,3,1517.437105,,,,
52370206906,,,,,3,1782.873995,,,,
52370205999,,,,,3,649.923689,,,,
52370205992,135.94,,,,3,719.3962918,,,,
52370205993,135.94,,,,3,660.3410035,,,,
52370206902,,,,,3,1549.830317,,,,
52370206911,,,,,3,1421.019727,,,,
52370206920,5.14,,,,3,1296.025547,,,,
52370206921,,,,,3,1334.901276,,,,
52370206914,3.13,,,,3,1575.96111,,,,
52370206907,,,,,3,1854.302677,,,,
52370206900,6.25,,,,3,1473.485107,,,,
52370206901,,,,,3,1507.793015,,,,
52370206910,,,,,3,1384.563743,,,,
52370206919,,,,,3,1944.89943,,,,
52370206928,,,,,3,1798.049363,,,,
52370206929,,,,,3,1882.891344,,,,
52370206922,,,,,3,1382.205812,,,,
52370206915,6.25,,,,3,1640.409739,,,,
52370206908,,,,,3,1929.893814,,,,
52370206909,,,,,3,2009.177658,,,,
52370206918,,,,,3,1862.882787,,,,
52370206927,,,,,3,1716.664119,,,,
52370206936,,,,,3,1570.723868,,,,
52370206937,,,,,3,1651.35222,,,,
52370206930,59.1,,,,3,1208.190338,,,,
52370206923,3.13,,,,3,1437.107065,,,,
52370206916,,,,,3,1710.113291,,,,
52370206917,,,,,3,1784.456084,,,,
52370206926,,,,,3,1639.250541,,,,
52370206935,,,,,3,1494.535029,,,,
52370206944,,,,,3,1350.357616,,,,
52370206945,,,,,3,1425.043832,,,,
52370207966,,,,,3,2373.618093,,,,
52370207959,,,,,3,2607.278374,,,,
52370206924,,,,,3,1498.770454,,,,
52370206925,,,,,3,1566.397588,,,,
52370207962,0.1,,,,3,1965.205049,,,,
52370206943,,,,,3,1281.574541,,,,
52370206952,,,,,3,1140.895259,,,,
52370206953,,,,,3,1206.822663,,,,
52370206946,,,,,3,1504.754476,,,,
52370206939,,,,,3,1823.541095,,,,
52370207960,,,,,3,1762.442184,,,,
52370207961,,,,,3,1863.059557,,,,
52370206942,3.13,,,,3,1219.693707,,,,
52370206951,3.13,,,,3,1083.104137,,,,
52370206960,,,,,3,949.8131628,,,,
52370206961,,,,,3,1002.207502,,,,
52370206954,,,,,3,1279.629418,,,,
52370206947,,,,,3,1588.733472,,,,
52370206940,7.71,,,,3,1121.091862,,,,
52370206941,15.97,,,,3,1165.814723,,,,
52370206950,,,,,3,1034.813344,,,,
52370206959,,,,,3,1713.586384,,,,
52370206968,,,,,3,1566.965208,,,,
52370206969,,,,,3,1663.630211,,,,
52370206962,,,,,3,1064.399338,,,,
52370206955,,,,,3,1358.209682,,,,
52370206948,,,,,3,1676.33946,,,,
52370206949,,,,,3,1767.033074,,,,
52370206958,,,,,3,1619.904193,,,,
52370206967,,,,,3,1472.869945,,,,
52370206976,,,,,3,1325.873521,,,,
52370206977,,,,,3,1420.464932,,,,
52370206970,,,,,3,866.3329887,,,,
52370206963,,,,,3,1134.778962,,,,
52370206956,,,,,3,1441.619659,,,,
52370206957,,,,,3,1529.069189,,,,
52370206966,,,,,3,1381.869456,,,,
52370206975,,,,,3,1234.670676,,,,
52370206984,,,,,3,1087.403316,,,,
52370206985,,,,,3,1178.864571,,,,
52370206978,,,,,3,1517.811514,,,,
52370206971,,,,,3,923.4752862,,,,
52370206964,,,,,3,1211.92076,,,,
52370206965,,,,,3,1294.616502,,,,
52370206974,,,,,3,1147.664519,,,,
52370206983,,,,,3,1000.710279,,,,
52370206992,,,,,3,853.9412689,,,,
52370206993,,,,,3,940.2064885,,,,
52370206986,,,,,3,1274.067582,,,,
52370206979,,,,,3,1617.41588,,,,
52370206972,,,,,3,990.6216931,,,,
52370206973,,,,,3,1065.883238,,,,
52370206982,,,,,3,920.1341867,,,,
52370206991,,,,,3,775.0442688,,,,
52370207900,1.81,,,,3,2091.734358,,,,
52370207901,1.81,,,,3,2177.191643,,,,
52370206994,,,,,3,1031.993845,,,,
52370206987,,,,,3,1372.233793,,,,
52370206980,,,,,3,784.7616433,,,,
52370206981,,,,,3,847.4216908,,,,
52370206990,,,,,3,705.9900835,,,,
52370206999,,,,,3,1537.493125,,,,
51377394984,,,,,3,6689.181259,,,,
51377394990,,,,,3,6661.251273,,,,
52370205974,4.6,,,,3,795.5675842,,,,
52370205967,92.5,,,,3,867.6564513,,,,
51377393999,,,,,3,6682.08754,,,,
51377394970,,,,,3,6843.46872,,,,
52370205970,15.83,,,,3,1005.663252,,,,
51377394983,,,,,3,6702.105047,,,,
51377394991,,,,,3,6642.325137,,,,
51377394992,,,,,3,6625.325505,,,,
51377394980,,,,,3,6752.396094,,,,
51377394981,,,,,3,6733.725985,,,,
52370205968,12.85,,,,3,881.1066855,,,,
52370205969,,,,,3,908.9122204,,,,
51377394996,,,,,3,6576.865441,,,,
51377394997,,,,,3,6569.689097,,,,
52370204905,,,,,3,1869.692336,,,,
52370204906,,,,,3,1797.357563,,,,
51377394993,,,,,3,6610.267242,,,,
51377394994,,,,,3,6597.163643,,,,
51377394982,,,,,3,6716.957544,,,,
51377394995,,,,,3,6586.026379,,,,
52370204916,,,,,3,1725.20814,,,,
52370204917,,,,,3,1654.49166,,,,
52370204918,,,,,3,1588.897223,,,,
52370204919,,,,,3,1529.084155,,,,
52370204907,,,,,3,1729.592851,,,,
52370204908,,,,,3,1666.955644,,,,
52370204909,,,,,3,1610.044504,,,,
52370204915,,,,,3,1800.443218,,,,
52370204929,,,,,3,1449.400014,,,,
52370204936,,,,,3,1587.14557,,,,
52370204937,,,,,3,1509.97855,,,,
52370204938,,,,,3,1437.807728,,,,
52370204925,,,,,3,1765.357071,,,,
52370204926,,,,,3,1654.99215,,,,
52370204927,,,,,3,1581.139102,,,,
52370204928,,,,,3,1512.367232,,,,
52370204949,,,,,3,1295.344802,,,,
52370204956,90.95,,,,3,1518.883612,,,,
52370204957,,,,,3,1375.185491,,,,
52370204958,,,,,3,1295.528892,,,,
52370204939,,,,,3,1371.422113,,,,
52370204946,18.73,,,,3,1521.888439,,,,
52370204947,,,,,3,1441.232426,,,,
52370204948,,,,,3,1365.433561,,,,
52370204977,58.85,,,,3,1269.882234,,,,
52370204978,27.94,,,,3,1165.366179,,,,
52370204979,27.33,,,,3,1082.401549,,,,
52370204988,44.7,,,,3,1106.06995,,,,
52370204959,4.5,,,,3,1221.436148,,,,
52370204967,32.1,,,,3,1312.41533,,,,
52370204968,5.79,,,,3,1228.696889,,,,
52370204969,15.83,,,,3,1150.308224,,,,
52370205901,,,,,3,1515.917304,,,,
52370205902,4.17,,,,3,1479.954428,,,,
52370205903,16,,,,3,1452.163058,,,,
52370205904,,,,,3,1433.018708,,,,
52370204989,111.66,,,,3,1018.286472,,,,
52370204998,,,,,3,1051.644546,,,,
52370204999,,,,,3,958.8924261,,,,
52370205900,,,,,3,1559.486458,,,,
52370205909,,,,,3,1447.456298,,,,
52370205910,,,,,3,1475.755597,,,,
52370205916,,,,,3,1328.770792,,,,
52370205917,,,,,3,1329.545377,,,,
52370206938,,,,,3,1735.801552,,,,
52370206931,,,,,3,1249.800781,,,,
52370205907,,,,,3,1421.910952,,,,
52370205908,,,,,3,1430.158689,,,,
52370206934,,,,,3,1423.498708,,,,
52370205915,,,,,3,1330.571516,,,,
52370205924,2.44,,,,3,1249.827857,,,,
52370205925,,,,,3,1238.179233,,,,
52370205918,,,,,3,1338.362323,,,,
52370205911,8.33,,,,3,1429.6374,,,,
52370206932,9.38,,,,3,1300.204645,,,,
52370206933,6.25,,,,3,1358.423463,,,,
52370205914,6.67,,,,3,1341.418141,,,,
52370205923,,,,,3,1271.732544,,,,
52370205932,,,,,3,1216.072271,,,,
52370205933,,,,,3,1182.09408,,,,
52370205926,,,,,3,1236.243949,,,,
52370205919,,,,,3,1356.830491,,,,
52370205912,12.5,,,,3,1391.446702,,,,
52370205913,13.33,,,,3,1361.850613,,,,
52370205922,,,,,3,1303.376292,,,,
52370205931,,,,,3,1259.590782,,,,
52370205940,4.88,,,,3,1231.941141,,,,
52370205941,,,,,3,1176.304081,,,,
52370205934,,,,,3,1158.495965,,,,
52370205927,,,,,3,1237.076437,,,,
52370205920,,,,,3,1393.024822,,,,
52370205921,,,,,3,1344.071401,,,,
52370205930,49.69,,,,3,1311.700383,,,,
52370205939,87.36,,,,3,1176.306847,,,,
52370205948,19.53,,,,3,1063.507473,,,,
52370205949,84.79,,,,3,1086.656201,,,,
52370205942,,,,,3,1129.58184,,,,
52370205935,,,,,3,1145.919393,,,,
52370205928,,,,,3,1246.547469,,,,
52370205929,5.14,,,,3,1266.355118,,,,
52370205938,,,,,3,1154.956136,,,,
52370205947,14.13,,,,3,1052.390745,,,,
52370205956,11.57,,,,3,958.8852341,,,,
52370205957,77.08,,,,3,959.9581562,,,,
52370205950,3.96,,,,3,1153.979474,,,,
52370205943,,,,,3,1092.918353,,,,
52370205936,,,,,3,1143.828038,,,,
52370205937,,,,,3,1144.727699,,,,
52370205946,7.71,,,,3,1051.412114,,,,
52370205955,4.6,,,,3,961.3789524,,,,
52370205964,,,,,3,885.7418026,,,,
52370205965,13.8,,,,3,869.2281498,,,,
52370205958,40.6,,,,3,972.1323102,,,,
52370205951,,,,,3,1094.386688,,,,
52370205944,,,,,3,1067.35069,,,,
52370205945,,,,,3,1053.686895,,,,
52370205954,,,,,3,976.3353355,,,,
52370205963,,,,,3,916.3899739,,,,
52370205972,,,,,3,877.2922284,,,,
52370205973,4,,,,3,829.5536891,,,,
52370205966,7.17,,,,3,866.4692856,,,,
52370205959,10.28,,,,3,997.4037387,,,,
52370205952,,,,,3,1044.005307,,,,
52370205953,,,,,3,1004.222698,,,,
52370205962,,,,,3,959.8196079,,,,
52370205971,,,,,3,936.6828424,,,,
52370208936,,,,,3,2879.590418,,,,
52370208937,,,,,3,2879.574327,,,,
52370209958,,,,,3,2970.664343,,,,
52370209951,,,,,3,2731.719001,,,,
52370208916,,,,,3,3064.534153,,,,
52370208917,,,,,3,3064.519035,,,,
52370209954,,,,,3,2808.693448,,,,
52370208935,,,,,3,2882.250268,,,,
52370208944,,,,,3,2797.362644,,,,
52370208945,,,,,3,2789.922017,,,,
52370208938,,,,,3,2881.486225,,,,
52370208931,10.41,,,,3,2882.260896,,,,
52370209952,,,,,3,2752.852753,1,,,
52370209953,6.8,,,,3,2778.552681,,,,
52370208934,,,,,3,2889.453191,,,,
52370208943,,,,,3,2809.458643,,,,
52370208952,,,,,3,2734.941622,,,,
52370208953,,,,,3,2717.69004,,,,
52370208946,,,,,3,2787.174052,,,,
52370208939,3.32,,,,3,2887.928723,,,,
52370208932,,,,,3,2917.33241,,,,
52370208933,,,,,3,2901.165343,,,,
52370208942,,,,,3,2826.150236,,,,
52370208951,,,,,3,2725.756015,,,,
52370208960,,,,,3,2586.069873,,,,
52370208961,,,,,3,2648.924441,,,,
52370208954,,,,,3,2705.183829,,,,
52370208947,,,,,3,2787.157426,,,,
52370208940,,,,,3,2744.312097,,,,
52370208941,,,,,3,2803.622492,,,,
52370208950,,,,,3,2664.7137,,,,
52370208959,,,,,3,2703.555222,,,,
52370208968,,,,,3,2604.328005,,,,
52370208969,,,,,3,2611.454029,,,,
52370208962,,,,,3,2643.933869,,,,
52370208955,,,,,3,2697.488996,,,,
52370208948,,,,,3,2789.132623,,,,
52370208949,,,,,3,2795.787846,,,,
52370208958,,,,,3,2696.672487,,,,
52370208967,,,,,3,2602.212644,,,,
52370208976,,,,,3,2509.814172,,,,
52370208977,,,,,3,2509.795707,,,,
52370208970,,,,,3,2508.365451,,,,
52370208963,,,,,3,2626.084643,,,,
52370208956,,,,,3,2694.646766,,,,
52370208957,,,,,3,2694.629569,,,,
52370208966,,,,,3,2602.230453,,,,
52370208975,,,,,3,2512.865476,,,,
52370208984,,,,,3,2429.027378,,,,
52370208985,,,,,3,2420.454936,,,,
52370208978,,,,,3,2511.988839,,,,
52370208971,,,,,3,2573.118169,,,,
52370208964,,,,,3,2613.140152,,,,
52370208965,,,,,3,2605.173514,,,,
52370208974,,,,,3,2521.12377,,,,
52370208983,,,,,3,2442.947414,,,,
52370208992,,,,,3,2371.455774,,,,
52370208993,,,,,3,2351.539726,,,,
52370208986,,,,,3,2417.286985,,,,
52370208979,,,,,3,2519.375951,,,,
52370208972,,,,,3,2553.027345,,,,
52370208973,,,,,3,2534.538153,,,,
52370208982,,,,,3,2462.124339,,,,
52370208991,,,,,3,2396.687657,,,,
52370209900,,,,,3,3174.563025,,,,
52370209901,,,,,3,3188.654625,,,,
52370215901,25.04,,,,3,724.5092447,,,,
52370215902,89.43,,,,3,645.8975698,,,,
52370208980,,,,,3,2431.599106,,,,
52370208981,,,,,3,2486.436516,,,,
52370214989,,,,,3,771.3907613,,,,
52370208999,,,,,3,2335.189624,,,,
52370209908,,,,,3,3395.607636,,,,
